LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
488,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7474637556625667220 src: /10.251.214.225:51146 dest: /10.251.214.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7474637556625667220', '10.251.214.225:51146', '10.251.214.225:50010']"
489,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7742258871275669707 src: /10.251.30.6:60428 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-7742258871275669707', '10.251.30.6:60428', '10.251.30.6:50010']"
490,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7911463493785581853 src: /10.251.203.246:51213 dest: /10.251.203.246:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-7911463493785581853', '10.251.203.246:51213', '10.251.203.246:50010']"
491,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8186438745381579117 src: /10.251.215.192:47034 dest: /10.251.215.192:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8186438745381579117', '10.251.215.192:47034', '10.251.215.192:50010']"
492,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8609819439677503690 src: /10.251.125.174:37366 dest: /10.251.125.174:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8609819439677503690', '10.251.125.174:37366', '10.251.125.174:50010']"
493,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_967160175355936210 src: /10.251.31.85:44398 dest: /10.251.31.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_967160175355936210', '10.251.31.85:44398', '10.251.31.85:50010']"
494,081109,203532,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_967160175355936210 src: /10.251.31.85:58924 dest: /10.251.31.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_967160175355936210', '10.251.31.85:58924', '10.251.31.85:50010']"
495,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1998424538687454859 src: /10.251.30.179:41362 dest: /10.251.30.179:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_1998424538687454859', '10.251.30.179:41362', '10.251.30.179:50010']"
496,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3941533870808561940 src: /10.250.17.177:34131 dest: /10.250.17.177:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3941533870808561940', '10.250.17.177:34131', '10.250.17.177:50010']"
497,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_40441923226500563 src: /10.251.65.237:59130 dest: /10.251.65.237:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_40441923226500563', '10.251.65.237:59130', '10.251.65.237:50010']"
498,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_584104991019184413 src: /10.251.31.242:42720 dest: /10.251.31.242:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_584104991019184413', '10.251.31.242:42720', '10.251.31.242:50010']"
499,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_584104991019184413 src: /10.251.31.242:46171 dest: /10.251.31.242:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_584104991019184413', '10.251.31.242:46171', '10.251.31.242:50010']"
500,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6309418393114897475 src: /10.251.31.160:46744 dest: /10.251.31.160:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_6309418393114897475', '10.251.31.160:46744', '10.251.31.160:50010']"
501,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_634338240549205708 src: /10.251.71.16:51637 dest: /10.251.71.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_634338240549205708', '10.251.71.16:51637', '10.251.71.16:50010']"
502,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6740695140894845846 src: /10.251.67.113:49586 dest: /10.251.67.113:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_6740695140894845846', '10.251.67.113:49586', '10.251.67.113:50010']"
503,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6790654856691185731 src: /10.251.75.163:34840 dest: /10.251.75.163:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6790654856691185731', '10.251.75.163:34840', '10.251.75.163:50010']"
504,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6835995323369082616 src: /10.251.195.33:33590 dest: /10.251.195.33:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_6835995323369082616', '10.251.195.33:33590', '10.251.195.33:50010']"
505,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7474637556625667220 src: /10.251.214.225:53283 dest: /10.251.214.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7474637556625667220', '10.251.214.225:53283', '10.251.214.225:50010']"
506,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7475438553401908725 src: /10.250.19.16:35256 dest: /10.250.19.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7475438553401908725', '10.250.19.16:35256', '10.250.19.16:50010']"
507,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8026466674001363449 src: /10.251.31.180:59636 dest: /10.251.31.180:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8026466674001363449', '10.251.31.180:59636', '10.251.31.180:50010']"
508,081109,203532,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8558795046002911094 src: /10.251.74.227:56677 dest: /10.251.74.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8558795046002911094', '10.251.74.227:56677', '10.251.74.227:50010']"
509,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3667585438930153850 src: /10.250.17.177:34132 dest: /10.250.17.177:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3667585438930153850', '10.250.17.177:34132', '10.250.17.177:50010']"
510,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3667585438930153850 src: /10.250.17.177:47516 dest: /10.250.17.177:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3667585438930153850', '10.250.17.177:47516', '10.250.17.177:50010']"
511,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3941533870808561940 src: /10.250.17.177:51066 dest: /10.250.17.177:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3941533870808561940', '10.250.17.177:51066', '10.250.17.177:50010']"
512,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5649479540791129974 src: /10.250.19.16:35257 dest: /10.250.19.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-5649479540791129974', '10.250.19.16:35257', '10.250.19.16:50010']"
513,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6790654856691185731 src: /10.251.111.209:48678 dest: /10.251.111.209:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6790654856691185731', '10.251.111.209:48678', '10.251.111.209:50010']"
514,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8531310335568756456 src: /10.251.203.149:59042 dest: /10.251.203.149:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8531310335568756456', '10.251.203.149:59042', '10.251.203.149:50010']"
515,081109,203532,151,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8558795046002911094 src: /10.251.74.227:34779 dest: /10.251.74.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8558795046002911094', '10.251.74.227:34779', '10.251.74.227:50010']"
516,081109,203532,152,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3947106522258141922 src: /10.251.67.4:34888 dest: /10.251.67.4:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3947106522258141922', '10.251.67.4:34888', '10.251.67.4:50010']"
517,081109,203532,152,INFO,dfs.DataNode$DataXceiver,Receiving block blk_40441923226500563 src: /10.251.65.237:42052 dest: /10.251.65.237:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_40441923226500563', '10.251.65.237:42052', '10.251.65.237:50010']"
518,081109,203532,152,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5479015932651254774 src: /10.251.75.49:36555 dest: /10.251.75.49:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5479015932651254774', '10.251.75.49:36555', '10.251.75.49:50010']"
519,081109,203532,152,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6918081507126070602 src: /10.251.74.227:34785 dest: /10.251.74.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_6918081507126070602', '10.251.74.227:34785', '10.251.74.227:50010']"
520,081109,203532,152,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8046151943293893685 src: /10.251.30.179:47322 dest: /10.251.30.179:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8046151943293893685', '10.251.30.179:47322', '10.251.30.179:50010']"
521,081109,203532,153,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.106.10,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.106.10']"
522,081109,203532,154,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.250.10.100,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.250.10.100']"
523,081109,203532,155,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.70.211,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.70.211']"
524,081109,203532,159,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.122.65,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.122.65']"
525,081109,203532,160,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.38.214,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.38.214']"
526,081109,203532,161,INFO,dfs.DataNode$DataTransfer,10.251.31.5:50010:Transmitted block blk_-1608999687919862906 to /10.251.90.64:50010,9c784e29,<*>:Transmitted block <*> to /<*>,"['10.251.31.5:50010', 'blk_-1608999687919862906', '10.251.90.64:50010']"
527,081109,203532,163,INFO,dfs.DataNode$DataXceiver,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.75.79,4dec0816,<*> Served block <*> to /<*>,"['10.251.107.19:50010', 'blk_-1608999687919862906', '10.251.75.79']"
528,081109,203532,164,INFO,dfs.DataNode$DataXceiver,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.123.132,4dec0816,<*> Served block <*> to /<*>,"['10.251.107.19:50010', 'blk_-1608999687919862906', '10.251.123.132']"
529,081109,203532,164,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6790654856691185731 src: /10.251.75.163:52729 dest: /10.251.75.163:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6790654856691185731', '10.251.75.163:52729', '10.251.75.163:50010']"
530,081109,203532,166,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.90.134,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.90.134']"
531,081109,203532,168,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8013855621109800549 src: /10.251.43.115:60103 dest: /10.251.43.115:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8013855621109800549', '10.251.43.115:60103', '10.251.43.115:50010']"
532,081109,203532,171,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.111.228,4dec0816,<*> Served block <*> to /<*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '10.251.111.228']"
533,081109,203532,185,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.123.33,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.123.33']"
534,081109,203532,186,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.10.100,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.250.10.100']"
535,081109,203532,187,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.9.207,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.250.9.207']"
536,081109,203532,188,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.196,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.107.196']"
537,081109,203532,188,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.70.5,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.70.5']"
538,081109,203532,189,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.27.63,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.27.63']"
539,081109,203532,190,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3940941529251864773 src: /10.251.71.16:51079 dest: /10.251.71.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3940941529251864773', '10.251.71.16:51079', '10.251.71.16:50010']"
540,081109,203532,191,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.39.242,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.39.242']"
541,081109,203532,192,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.90.239,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.90.239']"
542,081109,203532,193,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.109.236,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.109.236']"
543,081109,203532,194,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.122.65,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.122.65']"
544,081109,203532,194,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.26.131,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.26.131']"
545,081109,203532,195,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.90.134,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.90.134']"
546,081109,203532,196,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.11.85,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.250.11.85']"
547,081109,203532,197,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.144,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.39.144']"
548,081109,203532,198,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.97,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.71.97']"
549,081109,203532,199,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.91.159,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.91.159']"
550,081109,203532,201,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.70.211,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.70.211']"
551,081109,203532,202,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.38.214,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.38.214']"
552,081109,203532,203,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.192,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.39.192']"
553,081109,203532,204,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.68,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.71.68']"
554,081109,203532,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_-1608999687919862906 size 91178,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.90.64:50010', 'blk_-1608999687919862906', '91178']"
555,081109,203532,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000054_0/part-00054. blk_-2398209593415798905,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000054_0/part-00054. blk_-2398209593415798905']
556,081109,203532,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000133_0/part-00133. blk_-7198899606504196854,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000133_0/part-00133. blk_-7198899606504196854']
557,081109,203532,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000218_0/part-00218. blk_-774246298521956028,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000218_0/part-00218. blk_-774246298521956028']
558,081109,203532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000029_0/part-00029. blk_3098154771341398925,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000029_0/part-00029. blk_3098154771341398925']
559,081109,203532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000061_0/part-00061. blk_-6790654856691185731,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000061_0/part-00061. blk_-6790654856691185731']
560,081109,203532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000129_0/part-00129. blk_3941533870808561940,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000129_0/part-00129. blk_3941533870808561940']
561,081109,203532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000138_0/part-00138. blk_-2682415100025107597,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000138_0/part-00138. blk_-2682415100025107597']
562,081109,203532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000244_0/part-00244. blk_177394776382448614,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000244_0/part-00244. blk_177394776382448614']
563,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000014_0/part-00014. blk_-3667585438930153850,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000014_0/part-00014. blk_-3667585438930153850']
564,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000032_0/part-00032. blk_1937926427363440853,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000032_0/part-00032. blk_1937926427363440853']
565,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000040_0/part-00040. blk_8026466674001363449,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000040_0/part-00040. blk_8026466674001363449']
566,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000130_0/part-00130. blk_7475438553401908725,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000130_0/part-00130. blk_7475438553401908725']
567,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000216_0/part-00216. blk_2080109799967615857,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000216_0/part-00216. blk_2080109799967615857']
568,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000221_0/part-00221. blk_-1385756122847916710,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000221_0/part-00221. blk_-1385756122847916710']
569,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000223_0/part-00223. blk_6835995323369082616,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000223_0/part-00223. blk_6835995323369082616']
570,081109,203532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000229_0/part-00229. blk_6609646171038203219,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000229_0/part-00229. blk_6609646171038203219']
571,081109,203532,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000035_0/part-00035. blk_6309418393114897475,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000035_0/part-00035. blk_6309418393114897475']
572,081109,203532,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000142_0/part-00142. blk_-7911463493785581853,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000142_0/part-00142. blk_-7911463493785581853']
573,081109,203532,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012. blk_-5649479540791129974,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012. blk_-5649479540791129974']
574,081109,203532,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000038_0/part-00038. blk_-2850818623433938591,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000038_0/part-00038. blk_-2850818623433938591']
575,081109,203532,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000044_0/part-00044. blk_-6370470857048627387,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000044_0/part-00044. blk_-6370470857048627387']
576,081109,203532,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137. blk_6740695140894845846,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137. blk_6740695140894845846']
577,081109,203532,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000139_0/part-00139. blk_-4309280423174037990,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000139_0/part-00139. blk_-4309280423174037990']
578,081109,203532,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000050_0/part-00050. blk_3738211383445750914,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000050_0/part-00050. blk_3738211383445750914']
579,081109,203532,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140. blk_40441923226500563,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140. blk_40441923226500563']
580,081109,203532,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144. blk_8558795046002911094,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144. blk_8558795046002911094']
581,081109,203532,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000008_0/part-00008. blk_6227055072516687391,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000008_0/part-00008. blk_6227055072516687391']
