LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,ParameterList
221,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,/usr/bin/mysqladmin -u root password 'new-password',045b685d,/usr/bin/mysqladmin -u root password 'new-password',[]
222,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,Fill help tables,34356470,Fill help tables,[]
223,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,PLEASE REMEMBER TO SET A PASSWORD FOR THE MySQL root USER !,0d4ae4b8,PLEASE REMEMBER TO SET A PASSWORD FOR THE MySQL root USER !,[]
224,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,Please report any problems with the /usr/bin/mysqlbug script!,36e9961d,Please report any problems with the /usr/bin/mysqlbug script!,[]
225,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,See the manual for more instructions.,e58ee2d1,See the manual for more instructions.,[]
226,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,Support MySQL by buying support/licenses at https://#4#,c559931e,Support MySQL by buying support/licenses at https://#4#,[]
227,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,The latest information about MySQL is available on the web at,cdb07b75,The latest information about MySQL is available on the web at,[]
228,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,"To do so, start the server, then issue the following commands:",6fb417d7,"To do so, start the server, then issue the following commands:",[]
229,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,To start mysqld at boot time you have to copy support-files/mysql.server,2cd9c9e6,To start mysqld at boot time you have to copy support-files/mysql.server,[]
230,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,You can start the MySQL daemon with:,66d86e68,You can start the MySQL daemon with:,[]
231,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,You can test the MySQL daemon with the benchmarks in the 'sql-bench' directory:,39453fac,You can test the MySQL daemon with the benchmarks in the 'sql-bench' directory:,[]
232,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,cd /usr ; /usr/bin/mysqld_safe &,ca8dd7ab,cd /usr ; /usr/bin/mysqld_safe &,[]
233,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,cd sql-bench ; perl run-all-tests,d2f4f92f,cd sql-bench ; perl run-all-tests,[]
234,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,http://#5#,86881b51,http://#5#,[]
235,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysql_install_db,,to the right place for your system,1775fb9c,to the right place for your system,[]
236,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysqld,,Initializing MySQL database: succeeded,789f6dce,Initializing MySQL database: succeeded,[]
237,-,1131563462,2005.11.09,tbird-admin1,Nov,9,11:11:02,local@tbird-admin1,mysqld,,Starting MySQL: succeeded,2cdea1de,Starting MySQL: succeeded,[]
238,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,All rights reserved.,1efc109b,All rights reserved.,[]
239,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,All rights reserved.,1efc109b,All rights reserved.,[]
240,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Copyright 2004 Internet Systems Consortium.,3cd5b830,Copyright 2004 Internet Systems Consortium.,[]
241,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Copyright 2004 Internet Systems Consortium.,3cd5b830,Copyright 2004 Internet Systems Consortium.,[]
242,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,"For info, please visit http://#6#/sw/dhcp/",63aedad2,"For info, please visit http://#6#/sw/dhcp/",[]
243,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,"For info, please visit http://#6#/sw/dhcp/",63aedad2,"For info, please visit http://#6#/sw/dhcp/",[]
244,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Internet Systems Consortium DHCP Server V3.0.1,626cb88a,Internet Systems Consortium DHCP Server V3.0.1,[]
245,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Internet Systems Consortium DHCP Server V3.0.1,626cb88a,Internet Systems Consortium DHCP Server V3.0.1,[]
246,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Listening on LPF/eth0/00:11:43:e3:94:9a/admin_net,3a04b00c,Listening on LPF/eth0/00:11:43:e3:94:9a/admin_net,[]
247,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Listening on LPF/eth0/00:11:43:e3:94:9a/admin_net,3a04b00c,Listening on LPF/eth0/00:11:43:e3:94:9a/admin_net,[]
248,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Sending on LPF/eth0/00:11:43:e3:94:9a/admin_net,bbadc51a,Sending on <*>,['LPF/eth0/00:11:43:e3:94:9a/admin_net']
249,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Sending on LPF/eth0/00:11:43:e3:94:9a/admin_net,bbadc51a,Sending on <*>,['LPF/eth0/00:11:43:e3:94:9a/admin_net']
250,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Sending on Socket/fallback/fallback-net,bbadc51a,Sending on <*>,['Socket/fallback/fallback-net']
251,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Sending on Socket/fallback/fallback-net,bbadc51a,Sending on <*>,['Socket/fallback/fallback-net']
252,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 deleted host decls to leases file.,743ffbc8,Wrote 0 deleted host decls to leases file.,[]
253,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 deleted host decls to leases file.,743ffbc8,Wrote 0 deleted host decls to leases file.,[]
254,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 leases to leases file.,8a39b2b6,Wrote 0 leases to leases file.,[]
255,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 leases to leases file.,8a39b2b6,Wrote 0 leases to leases file.,[]
256,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 new dynamic host decls to leases file.,2f8fcf13,Wrote 0 new dynamic host decls to leases file.,[]
257,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,Wrote 0 new dynamic host decls to leases file.,2f8fcf13,Wrote 0 new dynamic host decls to leases file.,[]
258,-,1131563463,2005.11.09,tbird-admin1,Nov,9,11:11:03,local@tbird-admin1,dhcpd,,dhcpd startup succeeded,595ec60b,dhcpd <*> succeeded,['startup']
259,-,1131563464,2005.11.09,tbird-admin1,Nov,9,11:11:04,local@tbird-admin1,httpd,,httpd startup succeeded,f86a514a,httpd <*> succeeded,['startup']
260,-,1131563464,2005.11.09,tbird-sm1,Nov,9,11:11:04,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
261,-,1131563464,2005.11.09,tbird-sm1,Nov,9,11:11:04,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
262,-,1131563466,2005.11.09,dn199,Nov,9,11:11:06,dn199/dn199,ntpd,11603,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
263,-,1131563468,2005.11.09,bn71,Nov,9,11:11:08,bn71/bn71,ntpd,22508,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
264,-,1131563468,2005.11.09,bn796,Nov,9,11:11:08,bn796/bn796,ntpd,24480,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
265,-,1131563469,2005.11.09,cn313,Nov,9,11:11:09,cn313/cn313,ntpd,23160,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
266,-,1131563469,2005.11.09,dn737,Nov,9,11:11:09,dn737/dn737,ntpd,2859,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
267,-,1131563469,2005.11.09,tbird-admin1,Nov,9,11:11:09,local@tbird-admin1,sshd(pam_unix),2368,session opened for user root by root(uid=0),2adbb5c6,session opened for user root by <*>,['root(uid=0)']
268,-,1131563469,2005.11.09,tbird-admin1,Nov,9,11:11:09,local@tbird-admin1,sshd,2366,Accepted publickey for root from ::ffff:10.100.248.3 port 36572 ssh2,dacd011d,Accepted publickey for root from ::ffff:<*> port <*> ssh2,"['10.100.248.3', '36572']"
269,-,1131563470,2005.11.09,cn209,Nov,9,11:11:10,cn209/cn209,ntpd,19303,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
270,-,1131563470,2005.11.09,cn426,Nov,9,11:11:10,cn426/cn426,ntpd,13244,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
271,-,1131563470,2005.11.09,cn912,Nov,9,11:11:10,cn912/cn912,ntpd,28300,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
272,-,1131563472,2005.11.09,dn805,Nov,9,11:11:12,dn805/dn805,ntpd,543,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
273,-,1131563474,2005.11.09,cn313,Nov,9,11:11:14,cn313/cn313,ntpd,23160,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
274,-,1131563474,2005.11.09,tbird-sm1,Nov,9,11:11:14,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1cfe3a76,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,[]
275,-,1131563475,2005.11.09,bn404,Nov,9,11:11:15,bn404/bn404,ntpd,30121,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
276,-,1131563475,2005.11.09,cn915,Nov,9,11:11:15,cn915/cn915,ntpd,28946,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
277,-,1131563476,2005.11.09,#1#,Nov,9,11:11:16,#1#/#1#,kernel,,audit(1131559876.405:0): avc: denied { read write } for pid=19257 comm=ntpdate name=tty dev=ram0 ino=46 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file,bc5eb760,<*> avc: denied { read write } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559876.405:0):', 'name=tty', 'dev=ram0 ino=46', 'tcontext=system_u:object_r:file_t tclass=chr_file']"
278,-,1131563476,2005.11.09,#1#,Nov,9,11:11:16,#1#/#1#,logger,,setup NTP client,e7e9bfba,setup NTP client,[]
279,-,1131563476,2005.11.09,#1#,Nov,9,11:11:16,#1#/#1#,ntpd,,ntpd shutdown failed,55ab9c77,ntpd shutdown failed,[]
280,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559876.513:0): avc: denied { read } for pid=19257 comm=ntpdate path=/tmp/product/.buildstamp dev=ramfs ino=731 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:ramfs_t tclass=file,ec283c91,<*> avc: denied { <*> } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559876.513:0):', 'read', 'path=/tmp/product/.buildstamp', 'dev=ramfs ino=731', 'tcontext=system_u:object_r:ramfs_t tclass=file']"
281,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559876.630:0): avc: denied { read } for pid=19257 comm=ntpdate path=/tmp/biosdev (deleted) dev=ramfs ino=954 scontext=user_u:system_r:ntpd_t tcontext=user_u:object_r:ramfs_t tclass=blk_file,4ce5f86a,audit(1131559876.630:0): avc: denied { read } for pid=19257 comm=ntpdate path=/tmp/biosdev (deleted) dev=ramfs ino=954 scontext=user_u:system_r:ntpd_t tcontext=user_u:object_r:ramfs_t tclass=blk_file,[]
282,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559876.746:0): avc: denied { read } for pid=19257 comm=ntpdate path=/.buildstamp dev=ram0 ino=125 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=file,ec283c91,<*> avc: denied { <*> } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559876.746:0):', 'read', 'path=/.buildstamp', 'dev=ram0 ino=125', 'tcontext=system_u:object_r:file_t tclass=file']"
283,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559876.855:0): avc: denied { append } for pid=19257 comm=ntpdate path=/tmp/anaconda.log dev=ramfs ino=390 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:ramfs_t tclass=file,ec283c91,<*> avc: denied { <*> } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559876.855:0):', 'append', 'path=/tmp/anaconda.log', 'dev=ramfs ino=390', 'tcontext=system_u:object_r:ramfs_t tclass=file']"
284,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559876.969:0): avc: denied { read write } for pid=19257 comm=ntpdate path=socket:[683] dev=sockfs ino=683 scontext=user_u:system_r:ntpd_t tcontext=user_u:system_r:unconfined_t tclass=udp_socket,bc5eb760,<*> avc: denied { read write } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559876.969:0):', 'path=socket:[683]', 'dev=sockfs ino=683', 'tcontext=user_u:system_r:unconfined_t tclass=udp_socket']"
285,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559877.088:0): avc: denied { search } for pid=19257 comm=ntpdate name=dev dev=ram0 ino=30 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=dir,ec283c91,<*> avc: denied { <*> } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559877.088:0):', 'search', 'name=dev', 'dev=ram0 ino=30', 'tcontext=system_u:object_r:file_t tclass=dir']"
286,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559877.192:0): avc: denied { write } for pid=19257 comm=ntpdate name=log dev=ram0 ino=199 scontext=user_u:system_r:ntpd_t tcontext=user_u:object_r:file_t tclass=sock_file,ec283c91,<*> avc: denied { <*> } for pid=19257 comm=ntpdate <*> <*> <*> scontext=user_u:system_r:ntpd_t <*> <*>,"['audit(1131559877.192:0):', 'write', 'name=log', 'dev=ram0 ino=199', 'tcontext=user_u:object_r:file_t tclass=sock_file']"
287,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,kernel,,audit(1131559877.215:0): avc: denied { getattr } for pid=19265 comm=ntpd path=/dev/null dev=ram0 ino=40 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file,9eaf7118,audit(1131559877.215:0): avc: denied { getattr } for pid=19265 comm=ntpd path=/dev/null dev=ram0 ino=40 scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file,[]
288,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,,succeeded,9b1751bd,succeeded,[]
289,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,,ntpd startup succeeded,a52a6cc9,ntpd <*> succeeded,['startup']
290,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,"Listening on interface eth0, 10.100.4.251#123",09487f02,Listening on interface <*> <*>,"['eth0, 10.100.4.251#123']"
291,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,"Listening on interface lo, 127.0.0.1#123",09487f02,Listening on interface <*> <*>,"['lo, 127.0.0.1#123']"
292,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,"Listening on interface wildcard, 0.0.0.0#123",09487f02,Listening on interface <*> <*>,"['wildcard, 0.0.0.0#123']"
293,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,"configure: keyword ""authenticate"" unknown, line ignored",8517948b,"configure: keyword ""authenticate"" unknown, line ignored",[]
294,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,frequency initialized 0.000 PPM from /var/lib/ntp/drift,d2b15686,frequency initialized 0.000 PPM from /var/lib/ntp/drift,[]
295,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,kernel time sync status 0040,99132f5d,kernel time sync <*> <*>,['status 0040']
296,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,ntpd #2#@1.1190-r Mon Oct 11 09:15:58 EDT 2004 (1),f85d8172,ntpd #2#@1.1190-r Mon Oct 11 09:15:58 EDT 2004 (1),[]
297,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpd,19265,precision = 1.000 usec,e7a11707,precision = 1.000 usec,[]
298,-,1131563477,2005.11.09,#1#,Nov,9,11:11:17,#1#/#1#,ntpdate,19257,step time server 10.100.0.250 offset -0.355817 sec,34c3c947,step time server <*> offset <*> sec,"['10.100.0.250', '-0.355817']"
299,-,1131563478,2005.11.09,tbird-sm1,Nov,9,11:11:18,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
300,-,1131563478,2005.11.09,tbird-sm1,Nov,9,11:11:18,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
301,-,1131563479,2005.11.09,#1#,Nov,9,11:11:19,#1#/#1#,logger,,Kickstart Install: Dell OMSA Package,4428cca0,Kickstart Install: Dell OMSA Package,[]
302,-,1131563479,2005.11.09,#1#,Nov,9,11:11:19,#1#/#1#,userhelper,19275,pam_timestamp: updated timestamp file `/var/run/sudo/root/console',99faeab9,pam_timestamp: updated timestamp file `/var/run/sudo/root/console',[]
303,-,1131563479,2005.11.09,#1#,Nov,9,11:11:19,#1#/#1#,userhelper,19276,running '/usr/sbin/up2date --nox -i netsnmp' with root privileges on behalf of 'root',f5aa81fa,running '/usr/sbin/up2date --nox -i <*> with root privileges on behalf of 'root',"[""netsnmp'""]"
304,-,1131563479,2005.11.09,tbird-admin1,Nov,9,11:11:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A1]']
305,-,1131563479,2005.11.09,tbird-admin1,Nov,9,11:11:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B4]']
306,-,1131563479,2005.11.09,tbird-admin1,Nov,9,11:11:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B7]']
307,-,1131563480,2005.11.09,#1#,Nov,9,11:11:20,#1#/#1#,userhelper,19277,pam_timestamp: updated timestamp file `/var/run/sudo/root/console',99faeab9,pam_timestamp: updated timestamp file `/var/run/sudo/root/console',[]
308,-,1131563480,2005.11.09,#1#,Nov,9,11:11:20,#1#/#1#,userhelper,19278,running '/usr/sbin/up2date --nox -i -f kernel-devel' with root privileges on behalf of 'root',cd05ca84,running '/usr/sbin/up2date --nox -i -f kernel-devel' with root privileges on behalf of 'root',[]
309,-,1131563480,2005.11.09,tbird-admin1,Nov,9,11:11:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B3]']
310,-,1131563480,2005.11.09,tbird-admin1,Nov,9,11:11:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C1]']
311,-,1131563480,2005.11.09,tbird-admin1,Nov,9,11:11:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C2]']
312,-,1131563480,2005.11.09,tbird-admin1,Nov,9,11:11:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D6]']
313,-,1131563481,2005.11.09,tbird-admin1,Nov,9,11:11:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A5]']
314,-,1131563481,2005.11.09,tbird-admin1,Nov,9,11:11:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C8]']
315,-,1131563482,2005.11.09,cn23,Nov,9,11:11:22,cn23/cn23,ntpd,15616,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
316,-,1131563482,2005.11.09,tbird-admin1,Nov,9,11:11:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A3]']
317,-,1131563482,2005.11.09,tbird-admin1,Nov,9,11:11:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B6]']
318,-,1131563482,2005.11.09,tbird-admin1,Nov,9,11:11:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C6]']
319,-,1131563483,2005.11.09,tbird-admin1,Nov,9,11:11:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D8]']
320,-,1131563484,2005.11.09,tbird-admin1,Nov,9,11:11:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A8]']
321,-,1131563484,2005.11.09,tbird-admin1,Nov,9,11:11:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B1]']
322,-,1131563485,2005.11.09,tbird-admin1,Nov,9,11:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A2]']
323,-,1131563485,2005.11.09,tbird-admin1,Nov,9,11:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A6]']
324,-,1131563485,2005.11.09,tbird-admin1,Nov,9,11:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B5]']
325,-,1131563485,2005.11.09,tbird-admin1,Nov,9,11:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D7]']
326,-,1131563486,2005.11.09,bn645,Nov,9,11:11:26,bn645/bn645,ntpd,23720,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
327,-,1131563486,2005.11.09,cn289,Nov,9,11:11:26,cn289/cn289,ntpd,23544,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
328,-,1131563486,2005.11.09,dn519,Nov,9,11:11:26,dn519/dn519,ntpd,32164,"synchronized to 10.100.24.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.24.250,', '3']"
329,-,1131563486,2005.11.09,dn833,Nov,9,11:11:26,dn833/dn833,ntpd,4903,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
330,-,1131563486,2005.11.09,tbird-admin1,Nov,9,11:11:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B8]']
