LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
270,081109,203530,187,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.14.196,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.250.14.196']"
271,081109,203530,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.31.5:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.90.64:50010,728076ac,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,"['10.251.31.5:50010', 'blk_-1608999687919862906', '10.251.90.64:50010']"
272,081109,203530,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111. blk_1717858812220360316,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111. blk_1717858812220360316']
273,081109,203530,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000081_0/part-00081. blk_4394112519745907149,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000081_0/part-00081. blk_4394112519745907149']
274,081109,203530,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000121_0/part-00121. blk_-2519617320378473615,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000121_0/part-00121. blk_-2519617320378473615']
275,081109,203530,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000007_0/part-00007. blk_-8531310335568756456,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000007_0/part-00007. blk_-8531310335568756456']
276,081109,203530,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000098_0/part-00098. blk_-2900490557492272760,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000098_0/part-00098. blk_-2900490557492272760']
277,081109,203530,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000010_0/part-00010. blk_3640100967125688321,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000010_0/part-00010. blk_3640100967125688321']
278,081109,203530,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084. blk_-50273257731426871,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084. blk_-50273257731426871']
279,081109,203530,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086. blk_2765344736980045501,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086. blk_2765344736980045501']
280,081109,203530,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000002_0/part-00002. blk_-3409923645141256069,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000002_0/part-00002. blk_-3409923645141256069']
281,081109,203530,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000042_0/part-00042. blk_-40115644493265216,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000042_0/part-00042. blk_-40115644493265216']
282,081109,203531,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3974948352784823938 src: /10.251.125.193:54957 dest: /10.251.125.193:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3974948352784823938', '10.251.125.193:54957', '10.251.125.193:50010']"
283,081109,203531,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5647760196018207394 src: /10.251.127.243:46722 dest: /10.251.127.243:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5647760196018207394', '10.251.127.243:46722', '10.251.127.243:50010']"
284,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-202775138379690649 src: /10.251.42.9:36585 dest: /10.251.42.9:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-202775138379690649', '10.251.42.9:36585', '10.251.42.9:50010']"
285,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2765344736980045501 src: /10.251.75.79:36695 dest: /10.251.75.79:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_2765344736980045501', '10.251.75.79:36695', '10.251.75.79:50010']"
286,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3409923645141256069 src: /10.251.31.5:46421 dest: /10.251.31.5:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3409923645141256069', '10.251.31.5:46421', '10.251.31.5:50010']"
287,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8120118743897862909 src: /10.251.111.209:38029 dest: /10.251.111.209:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8120118743897862909', '10.251.111.209:38029', '10.251.111.209:50010']"
288,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8376667364205250596 src: /10.250.17.225:38889 dest: /10.250.17.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8376667364205250596', '10.250.17.225:38889', '10.250.17.225:50010']"
289,081109,203531,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8586544123689943463 src: /10.251.125.193:45585 dest: /10.251.125.193:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8586544123689943463', '10.251.125.193:45585', '10.251.125.193:50010']"
290,081109,203531,146,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.30.101,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.30.101']"
291,081109,203531,146,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.43.210,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.43.210']"
292,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1942808544656255720 src: /10.251.30.85:54075 dest: /10.251.30.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1942808544656255720', '10.251.30.85:54075', '10.251.30.85:50010']"
293,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3947106522258141922 src: /10.251.30.85:38845 dest: /10.251.30.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3947106522258141922', '10.251.30.85:38845', '10.251.30.85:50010']"
294,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3974948352784823938 src: /10.251.125.193:39521 dest: /10.251.125.193:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3974948352784823938', '10.251.125.193:39521', '10.251.125.193:50010']"
295,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4513615671112005170 src: /10.251.30.134:34463 dest: /10.251.30.134:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-4513615671112005170', '10.251.30.134:34463', '10.251.30.134:50010']"
296,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5703440264997337028 src: /10.251.66.63:36747 dest: /10.251.66.63:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5703440264997337028', '10.251.66.63:36747', '10.251.66.63:50010']"
297,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-66330728533676520 src: /10.251.65.203:36943 dest: /10.251.65.203:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-66330728533676520', '10.251.65.203:36943', '10.251.65.203:50010']"
298,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7063315473424667801 src: /10.251.127.191:50796 dest: /10.251.127.191:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7063315473424667801', '10.251.127.191:50796', '10.251.127.191:50010']"
299,081109,203531,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8120118743897862909 src: /10.251.127.243:54083 dest: /10.251.127.243:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8120118743897862909', '10.251.127.243:54083', '10.251.127.243:50010']"
300,081109,203531,147,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.126.255,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.126.255']"
301,081109,203531,147,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.214.112,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.214.112']"
302,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1998424538687454859 src: /10.251.31.160:46736 dest: /10.251.31.160:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_1998424538687454859', '10.251.31.160:46736', '10.251.31.160:50010']"
303,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2519617320378473615 src: /10.251.126.5:60585 dest: /10.251.126.5:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2519617320378473615', '10.251.126.5:60585', '10.251.126.5:50010']"
304,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3175731177970777720 src: /10.251.111.209:40622 dest: /10.251.111.209:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3175731177970777720', '10.251.111.209:40622', '10.251.111.209:50010']"
305,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3640100967125688321 src: /10.251.71.240:34005 dest: /10.251.71.240:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3640100967125688321', '10.251.71.240:34005', '10.251.71.240:50010']"
306,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5117857107611435103 src: /10.251.66.192:44224 dest: /10.251.66.192:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5117857107611435103', '10.251.66.192:44224', '10.251.66.192:50010']"
307,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5727159100405160712 src: /10.251.66.63:36748 dest: /10.251.66.63:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5727159100405160712', '10.251.66.63:36748', '10.251.66.63:50010']"
308,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6535155942125829332 src: /10.251.127.191:34207 dest: /10.251.127.191:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6535155942125829332', '10.251.127.191:34207', '10.251.127.191:50010']"
309,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-66330728533676520 src: /10.251.65.203:54609 dest: /10.251.65.203:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-66330728533676520', '10.251.65.203:54609', '10.251.65.203:50010']"
310,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7063315473424667801 src: /10.251.126.227:52015 dest: /10.251.126.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7063315473424667801', '10.251.126.227:52015', '10.251.126.227:50010']"
311,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7742258871275669707 src: /10.251.30.6:54292 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-7742258871275669707', '10.251.30.6:54292', '10.251.30.6:50010']"
312,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7861579849076010389 src: /10.251.126.227:44938 dest: /10.251.126.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-7861579849076010389', '10.251.126.227:44938', '10.251.126.227:50010']"
313,081109,203531,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8476126489496204177 src: /10.251.126.5:60770 dest: /10.251.126.5:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8476126489496204177', '10.251.126.5:60770', '10.251.126.5:50010']"
314,081109,203531,148,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.84,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.42.84']"
315,081109,203531,148,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.106.37,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.106.37']"
316,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1942808544656255720 src: /10.251.30.85:35028 dest: /10.251.30.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1942808544656255720', '10.251.30.85:35028', '10.251.30.85:50010']"
317,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2372508938534145884 src: /10.250.19.227:32807 dest: /10.250.19.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2372508938534145884', '10.250.19.227:32807', '10.250.19.227:50010']"
318,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4649698331936539655 src: /10.251.31.242:42713 dest: /10.251.31.242:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_4649698331936539655', '10.251.31.242:42713', '10.251.31.242:50010']"
319,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5117857107611435103 src: /10.251.66.192:45547 dest: /10.251.66.192:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5117857107611435103', '10.251.66.192:45547', '10.251.66.192:50010']"
320,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5647760196018207394 src: /10.251.215.16:44114 dest: /10.251.215.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5647760196018207394', '10.251.215.16:44114', '10.251.215.16:50010']"
321,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6535155942125829332 src: /10.251.127.191:43614 dest: /10.251.127.191:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6535155942125829332', '10.251.127.191:43614', '10.251.127.191:50010']"
322,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8586544123689943463 src: /10.251.42.84:42170 dest: /10.251.42.84:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8586544123689943463', '10.251.42.84:42170', '10.251.42.84:50010']"
323,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9069966081657556515 src: /10.251.214.225:40335 dest: /10.251.214.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_9069966081657556515', '10.251.214.225:40335', '10.251.214.225:50010']"
324,081109,203531,148,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9069966081657556515 src: /10.251.214.225:53278 dest: /10.251.214.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_9069966081657556515', '10.251.214.225:53278', '10.251.214.225:50010']"
325,081109,203531,149,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.215.70,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.215.70']"
326,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2372508938534145884 src: /10.250.19.227:34262 dest: /10.250.19.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2372508938534145884', '10.250.19.227:34262', '10.250.19.227:50010']"
327,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2444160001954743483 src: /10.250.19.227:52061 dest: /10.250.19.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2444160001954743483', '10.250.19.227:52061', '10.250.19.227:50010']"
328,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2828839543885026602 src: /10.251.65.203:36949 dest: /10.251.65.203:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2828839543885026602', '10.251.65.203:36949', '10.251.65.203:50010']"
329,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2828839543885026602 src: /10.251.65.203:51079 dest: /10.251.65.203:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2828839543885026602', '10.251.65.203:51079', '10.251.65.203:50010']"
330,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3940941529251864773 src: /10.251.71.16:51633 dest: /10.251.71.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3940941529251864773', '10.251.71.16:51633', '10.251.71.16:50010']"
331,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3947106522258141922 src: /10.251.30.85:35029 dest: /10.251.30.85:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3947106522258141922', '10.251.30.85:35029', '10.251.30.85:50010']"
332,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-40115644493265216 src: /10.250.17.225:52294 dest: /10.250.17.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-40115644493265216', '10.250.17.225:52294', '10.250.17.225:50010']"
333,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6535155942125829332 src: /10.251.125.193:39202 dest: /10.251.125.193:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-6535155942125829332', '10.251.125.193:39202', '10.251.125.193:50010']"
334,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8476126489496204177 src: /10.251.126.5:50482 dest: /10.251.126.5:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8476126489496204177', '10.251.126.5:50482', '10.251.126.5:50010']"
335,081109,203531,149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8609819439677503690 src: /10.251.75.49:36547 dest: /10.251.75.49:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8609819439677503690', '10.251.75.49:36547', '10.251.75.49:50010']"
336,081109,203531,150,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.246,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.42.246']"
337,081109,203531,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2444160001954743483 src: /10.250.19.227:34263 dest: /10.250.19.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-2444160001954743483', '10.250.19.227:34263', '10.250.19.227:50010']"
338,081109,203531,150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4513615671112005170 src: /10.251.30.134:58614 dest: /10.251.30.134:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-4513615671112005170', '10.251.30.134:58614', '10.251.30.134:50010']"
339,081109,203531,151,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.191,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.42.191']"
340,081109,203531,151,INFO,dfs.DataNode$DataXceiver,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.111.37,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.240:50010', 'blk_-1608999687919862906', '10.251.111.37']"
341,081109,203531,152,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.214.130,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.214.130']"
342,081109,203531,153,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8376667364205250596 src: /10.250.17.225:58911 dest: /10.250.17.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8376667364205250596', '10.250.17.225:58911', '10.250.17.225:50010']"
343,081109,203531,154,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.39.179,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.39.179']"
344,081109,203531,154,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8281945757273050140 src: /10.250.17.225:58915 dest: /10.250.17.225:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8281945757273050140', '10.250.17.225:58915', '10.250.17.225:50010']"
345,081109,203531,155,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.250.11.100,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.250.11.100']"
346,081109,203531,156,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.43.192,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.43.192']"
347,081109,203531,158,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.122.38,4dec0816,<*> Served block <*> to /<*>,"['10.251.31.5:50010', 'blk_-1608999687919862906', '10.251.122.38']"
348,081109,203531,158,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.123.20,4dec0816,<*> Served block <*> to /<*>,"['10.251.71.193:50010', 'blk_-1608999687919862906', '10.251.123.20']"
349,081109,203531,159,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.107.98,4dec0816,<*> Served block <*> to /<*>,"['10.251.31.5:50010', 'blk_-1608999687919862906', '10.251.107.98']"
350,081109,203531,161,INFO,dfs.DataNode$DataXceiver,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.89.155,4dec0816,<*> Served block <*> to /<*>,"['10.251.107.19:50010', 'blk_-1608999687919862906', '10.251.89.155']"
351,081109,203531,161,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8120118743897862909 src: /10.251.111.209:48114 dest: /10.251.111.209:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-8120118743897862909', '10.251.111.209:48114', '10.251.111.209:50010']"
352,081109,203531,162,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.74.134,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.74.134']"
353,081109,203531,162,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3175731177970777720 src: /10.251.111.209:48116 dest: /10.251.111.209:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3175731177970777720', '10.251.111.209:48116', '10.251.111.209:50010']"
354,081109,203531,162,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7861579849076010389 src: /10.251.126.227:34354 dest: /10.251.126.227:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-7861579849076010389', '10.251.126.227:34354', '10.251.126.227:50010']"
355,081109,203531,163,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.224,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.193.224']"
356,081109,203531,163,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.194.213,4dec0816,<*> Served block <*> to /<*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '10.251.194.213']"
357,081109,203531,164,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.194.129,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.194.129']"
358,081109,203531,164,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.175,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.193.175']"
359,081109,203531,164,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.14.196,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.250.14.196']"
360,081109,203531,164,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.79,4dec0816,<*> Served block <*> to /<*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '10.251.74.79']"
361,081109,203531,165,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.107.242,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.107.242']"
362,081109,203531,165,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.107.50,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.107.50']"
363,081109,203531,165,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.7.244,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.250.7.244']"
364,081109,203531,165,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.73.188,4dec0816,<*> Served block <*> to /<*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '10.251.73.188']"
365,081109,203531,166,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.197.226,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.197.226']"
366,081109,203531,166,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.214.32,4dec0816,<*> Served block <*> to /<*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '10.251.214.32']"
367,081109,203531,167,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.110.68,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.110.68']"
368,081109,203531,167,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.203.4,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.251.203.4']"
